pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT,jaccard_similarity_BERT,B_no_stopwords_cosine_BERT,B_no_stopwords_jaccard_BERT
6032,There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,0.575,0.3028788,0.30796036395159637,0.3111598,0.4201580802599589
6033,A dog is chasing the tail of an animal in the grass,A small dog is chasing a large brown cow,0.7,0.6234573,0.4136894742647807,0.58915114,0.4594098859363132
6034,The small child is walking through the water and is being guided by another person,The small child is wading through the water and is being guided by another person,0.8999999999999999,0.8943246,0.4785102048227864,0.8407575,0.5865333909573762
6035,The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,0.875,0.3540443,0.45263995843775134,0.9438174,0.610506663719813
6036,A young child is splashing in the water,The young child is splashing in the water,0.9750000000000001,0.9930473,0.4954449004597134,0.9750532,0.5961104801722935
6037,A young child is splashing in the water,There is no young child splashing in the water,0.75,0.33138043,0.43590589259800155,0.9750532,0.5961104801722935
6038,A young child is watering a plant with splashes,A young child is splashing in the water,0.625,0.57677966,0.43359363079071045,0.6397855,0.5352952480316162
6039,The young child is splashing in the water,The small child is wading through the water and is being guided by another person,0.725,0.8736012,0.3011056876182556,0.8072815,0.43582553022048054
6040,The small child is wading through the water and is being guided by another person,There is no young child splashing in the water,0.525,0.3409058,0.4784270983475905,0.8716127,0.5440325027420407
6041,The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,0.25,0.6186824,0.456627206160472,0.6259897,0.5094995390285145
6042,The small child is walking through the water and is being guided by another person,A young child is splashing in the water,0.6,0.74206173,0.47108662376801175,0.7417048,0.5151826173067093
6043,A young child is splashing in the water,The small child is not wading through the water and is not being guided by another person,0.475,0.31201345,0.2580547089929934,0.8267969,0.43475547958822813
6044,The small child is wading through the water and is being guided by another person,A young child is splashing in the water,0.625,0.8790518,0.49869991064071656,0.8716127,0.5440325027420407
6045,A woman is looking curiously at a man,A man is being curiously looked at by a woman,0.8500000000000001,0.9239417,0.4145622044801712,0.8246558,0.5638302947793689
6046,A woman is ignoring a man,A woman is looking curiously at a man,0.5,0.48620456,0.3540317177772522,0.5087543,0.4288365515795621
6047,"A man and a woman are in a room painted beige, wearing dark colored shirts and a monitor is in the background","A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",1.0,0.9852165,0.5051880200703939,0.9012881,0.5879677989903618
6048,A man and a woman are outside and are wearing light colored shirts,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0.5,0.2973454,0.3154861841882978,0.30740517,0.40204736093680066
6049,A woman is looking curiously at a man,"A man and a woman are in a room painted beige, wearing dark colored shirts and a monitor is in the background",0.32499999999999996,0.33099395,0.17502534203231335,0.34289354,0.2459496571904137
6050,A woman is looking curiously at a man,A man and a woman are outside and are wearing light colored shirts,0.15000000000000002,0.3417403,0.27489120851863513,0.33218634,0.34994151815772057
6051,A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0.42500000000000004,0.42507473,0.22464756351528745,0.4290122,0.3076746788891879
6052,A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0.22499999999999998,0.2241084,0.14101584894316538,0.36164147,0.2148586441488827
6053,A woman is looking curiously at a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0.35,0.33711463,0.18510982682628016,0.39245054,0.2652418702840805
6054,The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is grabbing the bedroom slipper with its mouth,0.95,0.94526553,0.5300841083129247,0.9209179,0.6235514126325908
6055,The little dog is dropping the bedroom slipper from its mouth,The little dog is grabbing the bedroom slipper with its mouth,0.65,0.8286269,0.4846577129580758,0.77097934,0.5887269482893103
6056,A brown dog is looking closely at a brown and white dog,A brown dog is staring attentively at a brown and white dog,0.95,0.95837015,0.46851717472076415,0.9075714,0.5459698885679245
6057,A brown dog is staring attentively at a brown and white dog,There is no brown dog staring attentively at a brown and white dog,0.65,0.41434097,0.460433026154836,0.9449378,0.5778424683071318
6058,A brown dog is looking closely at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth,0.275,0.31328118,0.37484886853591254,0.3648248,0.4513326817088657
6059,There is no brown dog staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth,0.30000000000000004,0.16549747,0.38824063301086426,0.17330894,0.4572855204343796
6060,A brown dog is staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth funnily,0.375,0.31945872,0.3537516502233652,0.37547785,0.43068715788069223
6061,A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,0.35,0.21496777,0.36872389415899914,0.2606592,0.44671365148142766
6062,The little dog is grabbing the bedroom slipper with its mouth,A brown dog is staring attentively at a brown and white dog,0.175,0.2993521,0.3148603414495786,0.27173114,0.3600268238469174
6063,The man is performing a large jump,A large jump is being performed by a man,0.9750000000000001,0.9593481,0.40670472383499146,0.8938646,0.5669826865196228
6064,The man is performing a large jump,The man is not performing a large jump,0.575,0.27628127,0.449120831489563,0.97813183,0.5957591045986522
6065,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,0.9750000000000001,0.9949334,0.4800220214087388,0.93516177,0.5721942972053181
6066,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue jacket is jumping onto a tall cement wall,0.7749999999999999,0.98977554,0.5114465444176285,0.9626936,0.5966215783899481
6067,A person is cementing a jacket in a blue tall wall and jumping,A person in a blue jacket is jumping off of a tall cement wall,0.44999999999999996,0.8581022,0.47275975559438976,0.8595685,0.5989460093634469
6068,A person in a blue colored jacket is jumping off of a tall cement wall,The man is performing a large jump,0.6,0.6104272,0.4072083519263701,0.55752796,0.46914624540429367
6069,The man is performing a large jump,A person in a blue jacket is jumping onto a tall cement wall,0.525,0.62042534,0.23391920924186707,0.5791818,0.3045192321141561
6070,A person is cementing a jacket in a blue tall wall and jumping,The man is performing a large jump,0.4,0.56210124,0.4426171410651434,0.5327035,0.5077776941988204
6071,A person in a blue jacket is jumping off of a tall cement wall,A large jump is being performed by a man,0.75,0.53389335,0.3599468003148618,0.46669778,0.44775640964508057
6072,A person in a blue jacket is jumping off of a tall cement wall,The man is not performing a large jump,0.43374999999999997,0.23949513,0.3948242122476751,0.5505637,0.4769372244675954
6073,A person in a blue jacket is jumping off of a tall cement wall,The man is performing a large jump,0.6,0.60287344,0.4119850311960493,0.5505637,0.4769372244675954
6074,A woman in jeans is sitting on the saddle of a horse,The woman in jeans is sitting on the saddle of a horse,0.9750000000000001,0.9969294,0.4979451273878415,0.96091616,0.6313194597468657
6075,A woman in jeans is sitting on the saddle of a horse,A woman in jeans is standing near a horse with a saddle,0.625,0.8030175,0.46647538244724274,0.71382713,0.588170650932524
6076,A person wearing jeans is sitting happily on the top of a horse saddle,A person wearing jeans is sitting on top of a horse saddle,0.8999999999999999,0.768013,0.5179098615279565,0.7730569,0.6084018491563343
6077,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,0.675,0.4923579,0.45391830921173093,0.9545903,0.5944644808769226
6078,A person wearing jeans is sitting happily on the top of a horse saddle,A woman in jeans is sitting on the saddle of a horse,0.8,0.687559,0.4664221635231605,0.7034139,0.5778951205705342
6079,A woman in jeans is sitting on the saddle of a horse,There is no person wearing jeans sitting on top of a horse saddle,0.725,0.45719004,0.4135495901107788,0.76990545,0.5427213813129225
6080,The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,0.825,0.8221027,0.45592058449983597,0.7725812,0.5494313145938673
6081,A person wearing jeans is sitting on top of a horse saddle,A woman in jeans is standing near a horse with a saddle,0.725,0.63498145,0.43329885105292004,0.5577169,0.554013901286655
6082,A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,0.825,0.8159883,0.4535812611381213,0.76990545,0.5427213813129225
6083,The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,0.9750000000000001,0.992753,0.49586872330733706,0.9255044,0.5629850924015045
6084,A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,0.725,0.5828297,0.45742059857757006,0.5654886,0.5112529226711818
6085,The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,0.95,0.9664632,0.49389708042144775,0.90562946,0.578530298338996
6086,The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,0.675,0.5561202,0.4667683140091274,0.9607875,0.5834184454547034
6087,The brown dogs are playfully fighting on the sandy shore,A brown dog and a red dog are frolicking on the beach,0.65,0.82233787,0.36219646215438844,0.8193717,0.4567109879694487
6088,The brown dogs are not playfully fighting on the sandy beach,A brown dog and a red dog are frolicking on the beach,0.65,0.5310927,0.3774859355046199,0.5001773,0.4650407522916794
6089,The brown dogs are playfully fighting on the sandy beach,The brown dog and the red dog are frolicking on the beach,0.675,0.83300185,0.3749204039573669,0.8197501,0.4622353566320319
6090,The brown dogs are playfully fighting on the sandy beach,A brown dog and a red dog are sitting sadly on the beach,0.6,0.60955536,0.37390223890542984,0.6308,0.4683904018667009
6091,A brown dog and a red dog are frolicking on the beach,The brown dogs are playfully fighting on the sandy beach,0.65,0.8362696,0.46570529699325564,0.8138277,0.536768030552637
6092,The man is standing steadily next to a birdcage,The man is standing next to a bird cage,0.875,0.76512045,0.5228089541196823,0.77841365,0.5961519367992878
6093,The man is sitting next to a birdcage,The man is standing next to a bird cage,0.875,0.54473376,0.5025143686093783,0.54207206,0.5811824639638264
6094,A man is standing beside a birdcage which is large and colorful,A man is standing beside a large and colorful birdcage,0.95,0.9904599,0.5297522567785703,0.97644067,0.5967059975320642
6095,There is no man standing beside a large and colorful birdcage,A man is standing beside a large and colorful birdcage,0.8999999999999999,0.45516753,0.4812360692024231,0.43314603,0.5481846587998527
6096,A man is standing beside a birdcage which is large and colorful,The man is standing next to a bird cage,0.8999999999999999,0.7589897,0.5089513996373052,0.7154341,0.5702888589156302
6097,There is no man standing beside a large and colorful birdcage,The man is standing next to a bird cage,0.5,0.46819863,0.4689842408353632,0.41921318,0.5390758514404297
6098,The man is standing steadily next to a birdcage,A man is standing beside a large and colorful birdcage,0.8500000000000001,0.83217615,0.41310016746106354,0.83288085,0.49238125274055883
6099,A man is standing beside a large and colorful birdcage,The man is sitting next to a birdcage,0.55,0.5222833,0.44545080445029517,0.4913352,0.5152646137608422
6100,A man is standing beside a large and colorful birdcage,The man is standing next to a bird cage,0.8,0.76878,0.4745617991402036,0.7254598,0.5451462759691126
6101,One brown and black dog is running through the leaves,A brown and black dog is running through the leaves,0.95,0.9960619,0.4910493940114975,0.93312716,0.5669764757156373
6102,A brown and black dog is running through the leaves,A brown and black dog is resting in the leaves,0.625,0.4475485,0.4652586817741394,0.5142764,0.5509721914927165
6103,A brown and black dog is running through the leaves,A dog and a black man are running through brown leaves,0.6,0.9558048,0.4583817067600432,0.89557827,0.5443086661398411
6104,A dog in a colored coat is running swiftly across the yard,A dog in a colored coat is running across the yard,0.825,0.9723958,0.5213896657029787,0.9576956,0.6132158982126337
6105,There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,0.675,0.47970757,0.482854918293331,0.46807835,0.5892564886146121
6106,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,0.575,0.9792948,0.5117855866750082,0.9557991,0.586346422924715
6107,A brown and black dog is running through the leaves,A dog in a colored coat is running swiftly across the yard,0.6,0.86156136,0.33265780625136004,0.8365083,0.4220490124490526
6108,A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,0.525,0.40586573,0.3467523997480219,0.8280486,0.47214892134070396
6109,A dog in the yard is running across colored coats,A brown and black dog is running through the leaves,0.4,0.8556475,0.39332938492298125,0.75524247,0.4619243582089742
6110,One brown and black dog is running through the leaves,A dog in a colored coat is running across the yard,0.375,0.8449857,0.36692059607732863,0.8271104,0.4608406536281109
6111,A dog in a colored coat is running across the yard,A brown and black dog is resting in the leaves,0.525,0.3501901,0.3852253896849496,0.36190802,0.441127248108387
6112,A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,0.575,0.8063628,0.37925690141591156,0.7017767,0.45640430029700785
6113,A dog in a colored coat is running across the yard,A brown and black dog is running through the leaves,0.5,0.84933203,0.4119933417865208,0.73023957,0.47992245107889175
6114,A brown and white dog is holding a baseball in its mouth,"A dog, which has a brown and white coat, is holding a baseball in its mouth",0.9750000000000001,0.9854871,0.389888733625412,0.89352757,0.5202181594712394
6115,A brown and white dog is putting the baseball in its mouth down,A brown and white dog is holding a baseball in its mouth,0.8,0.91020626,0.5064577889442444,0.76240504,0.6078687059251886
6116,A black and white dog is holding a baseball in its mouth,A baseball is being held in its mouth by a black and white dog,0.95,0.9597639,0.4518963534098405,0.8484824,0.6030850311120352
6117,A black and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,0.7749999999999999,0.8526754,0.48281557609637576,0.7265047,0.6121255589856042
6118,A brown and white dog is holding a baseball in its mouth,A baseball is being held in its mouth by a black and white dog,0.725,0.9147072,0.4368018645506639,0.7978655,0.5796903636720445
6119,A brown and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,0.575,0.8268124,0.4667079523205757,0.705819,0.5877459281020694
6120,"A dog, which has a brown and white coat, is holding a baseball in its mouth",A black and white dog is holding a baseball in its mouth,0.7749999999999999,0.9624267,0.5610193173090617,0.82952577,0.6330946336189905
6121,A black and white dog is holding a baseball in its mouth,A brown and white dog is putting the baseball in its mouth down,0.525,0.876634,0.4556057286262512,0.78268516,0.593371268775728
6122,A black and white dog is holding a baseball in its mouth,A brown and white dog is holding a baseball in its mouth,0.6,0.9639792,0.4842555249730746,0.79253125,0.598296281364229
6123,A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool,0.8999999999999999,0.93953615,0.4937766840060552,0.9083301,0.5599287152290344
6124,A boy wearing red shorts is jumping into a paddling pool,There is no boy wearing red shorts jumping into a paddling pool,0.575,0.6368995,0.4531420111656189,0.96826005,0.571873790025711
6125,"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A young boy wearing a red swimsuit is jumping into a blue kiddies pool,0.95,0.98339903,0.5565051883459091,0.95863986,0.6041080701735712
6126,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,0.7,0.99257785,0.4771471119696094,0.9742558,0.5676495838165283
6127,"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,0.75,0.91945434,0.5653453613772537,0.89085674,0.6175004922110459
6128,A boy wearing red shorts is jumping into a paddling pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,0.6,0.9539789,0.3890473374298641,0.92232597,0.47417742013931274
6129,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A kid wearing red shorts is jumping into a paddling pool,0.825,0.899005,0.4969875017801921,0.8662337,0.5518164686534716
6130,There is no boy wearing red shorts jumping into a paddling pool,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,0.30000000000000004,0.5952961,0.3974694779941014,0.54828346,0.4609567315682121
6131,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A boy wearing red shorts is jumping into a paddling pool,0.75,0.952778,0.49942180183198714,0.91951925,0.5597240069638127
6132,A group of dogs are racing furiously and have muzzles on the noses,A group of dogs are racing and have muzzles on their noses,0.925,0.9671523,0.5345015291011694,0.9306897,0.6120903033476609
6133,A group of dogs are resting without muzzles,A group of dogs are racing and have muzzles on their noses,0.525,0.25614932,0.3490464234352112,0.22875352,0.45857680837313336
6134,A group of racing dogs are nosing a muzzle,A group of dogs are racing and have muzzles on their noses,0.65,0.900491,0.3939940127042624,0.8841853,0.51766689513859
6135,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs bred for racing is wearing striped uniforms and is running down a track,0.925,0.9636515,0.4645508991347419,0.9003874,0.5593868643045425
6136,A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,0.75,0.48574904,0.47692571317448335,0.96810085,0.5848111951792682
6137,A group of dogs are racing and have muzzles on their noses,A group of dogs bred for racing is wearing striped uniforms and is running down a track,0.6,0.78280354,0.3790368069620693,0.77152216,0.47508442401885986
6138,There is no group of racing dogs wearing striped uniforms and running down a track,A group of dogs are racing and have muzzles on their noses,0.6,0.31395835,0.443861847743392,0.3024665,0.5196012783050538
6139,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs are racing furiously and have muzzles on the noses,0.7,0.7947363,0.4226874572890145,0.77597433,0.501379423907825
6140,A group of dogs are resting without muzzles,A group of racing dogs is wearing striped uniforms and is running down a track,0.44999999999999996,0.12975235,0.29385795416655364,0.17524053,0.38587393760681155
6141,A group of racing dogs are nosing a muzzle,A group of racing dogs is wearing striped uniforms and is running down a track,0.55,0.7935568,0.3565077355929783,0.80301976,0.4617393272263663
6142,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs are racing and have muzzles on their noses,0.725,0.7923024,0.46167961694300175,0.7633542,0.5358181715011596
6143,Two people are wading through the water,A couple or people are wading through the water,0.95,0.9715618,0.39826645453770954,0.9523053,0.5367173231565036
6144,Two people are walking near the water,Two people are wading through the water,0.625,0.7350204,0.4251047650973002,0.76944965,0.5162221242984136
6145,Two people are standing in the ocean and watching the sunset,Two people are standing in the ocean and looking at the sunset,1.0,0.9913721,0.47697867777036584,0.9400349,0.599757152445176
6146,Two people are standing in the ocean and watching the sunset,Nobody is standing in the ocean and watching the sunset,0.375,0.5634439,0.4403074099904015,0.46631765,0.5552181154489517
6147,Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,0.575,0.4120429,0.43194680511951444,0.3585121,0.48691825656329885
6148,Nobody is standing in the ocean and watching the sunset,Two people are wading through the water,0.525,0.15922055,0.29316813747088116,0.15521486,0.33089065353075664
6149,Two people are standing in the ocean and watching the sunset,A couple or people are wading through the water,0.7,0.4051677,0.3470735152562459,0.36261368,0.4422079138457775
6150,Two people are walking near the water,Two people are standing in the ocean and watching the sunset,0.6,0.44418305,0.2891155050860511,0.4478293,0.38568394917708176
6151,Two people are standing in the ocean and watching the sunset,Two people are wading through the water,0.55,0.39557862,0.4178517366710462,0.34960705,0.4766292832791805
6152,A race car driver is standing up and is fiercely pointing his hand at the sky,A race car driver is standing up and pointing his hand at the sky,0.8999999999999999,0.9780271,0.5377939343452454,0.92429346,0.627805491288503
6153,A race car driver is standing up and pointing his hand at the sky,A race car driver is sitting down and is motionless,0.5,0.30810827,0.4411776494979858,0.33152694,0.525510448217392
6154,The person in the blue jacket is wearing a colorful helmet,A person in a blue jacket is wearing a colorful helmet,1.0,0.9786781,0.49341372739184985,0.9487636,0.5979754188481499
6155,The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,0.575,0.78997254,0.51309669536093,0.7591864,0.6113776895734999
6156,A race car driver is standing up and pointing his hand at the sky,A person in a blue jacket is wearing a colorful helmet,0.375,0.22861077,0.32217897891998293,0.20822933,0.3746569439768791
6157,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,0.175,0.17735317,0.3327183654675117,0.22653142,0.39311569184064865
6158,A race car driver is standing up and is fiercely pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,0.15000000000000002,0.24130577,0.3649573986019407,0.1887629,0.3964521042678667
6159,The person in the blue jacket is wearing a colorful helmet,A race car driver is sitting down and is motionless,0.07500000000000001,0.06813561,0.29687998511574487,0.06393151,0.3695844061234418
6160,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,0.2,0.26107645,0.33005881547927857,0.20822933,0.3746569439768791
6161,A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,0.9750000000000001,0.9775742,0.4581736688102995,0.94260204,0.559423375697363
6162,A boy and a girl are naked,A boy and a girl in swimsuits are wearing arm floats,0.4,0.3948202,0.2956841379404068,0.42873585,0.34523934523264566
6163,The boy and the girl are cheerfully playing and wearing arm floats,The boy and the girl are playing and wearing arm floats,0.8999999999999999,0.9373783,0.5259849108182467,0.888308,0.5934891871043614
6164,The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,0.65,0.5184045,0.4698158097267151,0.9423156,0.5815542685358148
6165,The boy and the girl are cheerfully playing and wearing arm floats,A boy and a girl in swimsuits are wearing arm floats,0.75,0.80437624,0.466418308240396,0.7906846,0.5303367051211271
6166,The boy and the girl are not playing and wearing arm floats,A boy and a girl in swimsuits are wearing arm floats,0.65,0.57420444,0.44769917313869184,0.58208144,0.521709802604857
6167,A boy and a girl in swimsuits are wearing floats for their arms,The boy and the girl are playing and wearing arm floats,0.75,0.8586652,0.5072996505984554,0.821947,0.5771631733937697
6168,The boy and the girl are playing and wearing arm floats,A boy and a girl are naked,0.22499999999999998,0.29904926,0.512256776031695,0.26615033,0.5469202796618143
6169,A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats,0.8500000000000001,0.8860573,0.47935249328613283,0.84699446,0.5604831635951996
6170,A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,0.8999999999999999,0.9954478,0.5295203562293734,0.9500155,0.6020604399117556
6171,A woman in a yellow shirt is surfing on a pink surfboard,There is no woman in a yellow shirt surfing on a pink surfboard,0.55,0.6167371,0.45223033207434193,0.9497143,0.5814036369323731
6172,A woman in a yellow shirt is surfing on a pink surfboard,A woman in a pink shirt is surfing through yellow surfboards,0.625,0.9918248,0.5058533120155334,0.9524565,0.5786622285842895
6173,The wave is being ridden by a surfer,A surfer is riding the wave,0.9750000000000001,0.9698466,0.5718214233716329,0.95041865,0.6630319704612097
6174,A surfer is falling off the wave,A surfer is riding the wave,0.7,0.749786,0.5037995943656335,0.7436471,0.5996308147907257
6175,A surfer is riding the wave,A rider is waving at a surfer,0.35,0.76641476,0.39572959286826,0.8235153,0.5339529633522033
6176,The wave is being ridden by a surfer,A woman in a yellow shirt is surfing on a pink surfboard,0.65,0.5272363,0.26048285039988434,0.4112873,0.3819887787103653
6177,A surfer is falling off the wave,A woman in a yellow shirt is surfing on a pink surfboard,0.55,0.49224257,0.22662707269191742,0.3873664,0.3405635527202061
6178,A rider is waving at a surfer,A woman in a yellow shirt is surfing on a pink surfboard,0.5,0.5309842,0.25892066955566406,0.4856303,0.37206466992696124
6179,A woman in a yellow dyed shirt is surfing on a pink surfboard,A surfer is riding the wave,0.625,0.5668384,0.43161327356383916,0.56105477,0.4542347523901198
6180,A surfer is riding the wave,There is no woman in a yellow shirt surfing on a pink surfboard,0.30000000000000004,0.3968362,0.21296817064285278,0.4496961,0.32920298209557164
6181,A woman in a pink shirt is surfing through yellow surfboards,A surfer is riding the wave,0.42500000000000004,0.5750103,0.410815308491389,0.57062924,0.44290598432223
6182,A surfer is riding the wave,A woman in a yellow shirt is surfing on a pink surfboard,0.65,0.5766145,0.21529130872927213,0.4496961,0.32920298209557164
6183,Four people are sitting on a low cement ledge,Some people are sitting on a low cement ledge,0.875,0.9208426,0.4391501098871231,0.89287555,0.537938728928566
6184,Four people are standing on a low cement ledge,Four people are sitting on a low cement ledge,0.675,0.5987376,0.48969958126544955,0.6196834,0.5570555294261259
6185,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,1.0,0.9835223,0.520899739704634,0.9585159,0.6133654795843979
6186,The group of people is sitting on a rocky ledge and a scenic view is behind them,The group of people is not sitting on a rocky ledge with a scenic view behind them,0.725,0.5247702,0.4825334350268046,0.9685742,0.5945098709177088
6187,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,Four people are sitting on a low cement ledge,0.575,0.75958145,0.4469337304433187,0.71742606,0.48964960707558525
6188,The group of people is not sitting on a rocky ledge with a scenic view behind them,Four people are sitting on a low cement ledge,0.42500000000000004,0.46696925,0.4349988379648754,0.4649998,0.4881224012374878
6189,Some people are sitting on a low cement ledge,The group of people is sitting on a rocky ledge and a scenic view is behind them,0.65,0.7626887,0.24067165170397078,0.7405092,0.34522545023968343
6190,Four people are standing on a low cement ledge,The group of people is sitting on a rocky ledge and a scenic view is behind them,0.35,0.37731364,0.2433313067470278,0.34707978,0.35475945786425944
6191,The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge,0.55,0.7325762,0.4307767791407449,0.68424463,0.47381154537200926
6192,Two girls are laughing breathlessly and other girls are watching them,Two girls are laughing and other girls are watching them,0.8500000000000001,0.9510171,0.5275874246250499,0.9133277,0.5819544126005733
6193,Two girls are laughing and other girls are watching them,There is no girl laughing and there is no other girl watching,0.55,0.2352441,0.3863311301578175,0.95133626,0.5024375191756657
6194,A group of Asian girls are standing together,The group of Asian girls are standing together,0.9750000000000001,0.9946022,0.49440718814730644,0.98676187,0.5807346472373376
6195,A group of Asian girls are standing by themselves,A group of Asian girls are standing together,0.675,0.68505096,0.5060003890710718,0.69409096,0.5804213966642108
6196,Two girls are laughing and other girls are watching them,The group of Asian girls are standing together,0.32499999999999996,0.5836808,0.3394389616118537,0.6023215,0.3771287480990092
6197,A group of Asian girls are standing by themselves,Two girls are laughing and other girls are watching them,0.275,0.40410894,0.28079406524959366,0.42044976,0.39073703118733
6198,A group of Asian girls are standing together,Two girls are laughing breathlessly and other girls are watching them,0.35,0.5836414,0.23588132560253144,0.5783886,0.3316067318121592
6199,There is no girl laughing and there is no other girl watching,A group of Asian girls are standing together,0.2,0.21790788,0.336158287525177,0.23035797,0.3713422294925241
6200,A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,0.35,0.5993448,0.26094067427847123,0.5953223,0.3783543430841886
6201,A bicyclist is holding a bike over his head in a group of people,A bike is being held over his head by a bicyclist in a group of people,0.8999999999999999,0.9706231,0.4629322658566868,0.84594953,0.5937853654225668
6202,A bicyclist is holding a bike over his head in a group of people,A lone bicyclist is putting down a bike,0.525,0.58339787,0.49758981741391695,0.578956,0.5522854978388007
6203,A bicyclist is holding a bike over his head in a group of people,A cyclist is being held over the heads of a group of people with the bike,0.6,0.89920735,0.4626922878352078,0.8517051,0.6116765633873318
6204,A cold cyclist is celebrating,Something is being celebrated by a cold cyclist,0.8999999999999999,0.90453815,0.3778010129928589,0.83840394,0.5155175761743025
6205,A cold cyclist is celebrating,There is no cold cyclist celebrating,0.75,0.555357,0.4362147083649269,0.9728062,0.5739430546760559
6206,Something is being celebrated by a cold cyclist,A bicyclist is holding a bike over his head in a group of people,0.55,0.33126086,0.25317391872406003,0.45181623,0.34843244973350973
6207,A bicyclist is holding a bike over his head in a group of people,There is no cold cyclist celebrating,0.35,0.38546714,0.4724609463111214,0.27092403,0.527557110786438
6208,A cold cyclist is celebrating,A bike is being held over his head by a bicyclist in a group of people,0.32499999999999996,0.347929,0.1811982293923696,0.39028382,0.2995186746120453
6209,A lone bicyclist is putting down a bike,A cold cyclist is celebrating,0.5,0.3331591,0.49792835116386414,0.377221,0.525601157120296
6210,A cold cyclist is celebrating,A cyclist is being held over the heads of a group of people with the bike,0.65,0.34218168,0.19709865424944006,0.41501385,0.32976478796738845
6211,A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,0.525,0.32194078,0.1989830190485174,0.3945541,0.2966741621494293
6212,A man is sitting peacefully on a boat in front of the sunset near a flag,"A man is sitting on a boat in font of the sunset, near a flag",0.825,0.93497443,0.48185527324676514,0.84729207,0.5790738797187805
