pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT
6433,A man in a purple suit is standing by a purple case and is playing a guitar,The man is opening the guitar for donations and plays with the case,0.525,0.64509
6434,A man in a purple colored suit is standing by a purple case and is playing a guitar,The man is playing the guitar and has the guitar case open for donations,0.675,0.65574956
6435,The man is playing the guitar and has the guitar case open for donations,There is no man in a purple suit standing by a purple case and playing a guitar,0.6,0.3777653
6436,A man in a purple suit is standing by a purple case and is playing a guitar,The man is playing the guitar and has the guitar case open for donations,0.7749999999999999,0.6545305
6437,Two adults are sitting in the chairs and are watching the ocean,Some adults are sitting in the chairs and are watching the ocean,0.925,0.99505997
6438,Nobody is sitting in the chairs and watching the ocean,Two adults are sitting in the chairs and are watching the ocean,0.7749999999999999,0.56253576
6439,A couple is sitting on a patio and is staring at the ocean,A couple is sitting on a patio and looking at the ocean,0.925,0.9975574
6440,A couple is standing on a patio and looking at the sky,A couple is sitting on a patio and looking at the ocean,0.525,0.5964651
6441,A couple is sitting on a patio and is staring at the ocean,Two adults are sitting in the chairs and are watching the ocean,0.625,0.7531049
6442,A couple is standing on a patio and looking at the sky,Two adults are sitting in the chairs and are watching the ocean,0.32499999999999996,0.36190176
6443,A couple is sitting on a patio and looking at the ocean,Some adults are sitting in the chairs and are watching the ocean,0.75,0.74798995
6444,Nobody is sitting in the chairs and watching the ocean,A couple is sitting on a patio and looking at the ocean,0.5,0.43140164
6445,A couple is sitting on a patio and looking at the ocean,Two adults are sitting in the chairs and are watching the ocean,0.625,0.7396475
6446,"A small boy in a shirt, which is yellow, is laughing on the beach",A small boy in a yellow shirt is laughing on the beach,1.0,0.9931462
6447,A small boy in a yellow shirt is laughing on the beach,There is no small boy in a yellow shirt laughing on the beach,0.32499999999999996,0.5519031
6448,The little boy is wearing a yellow tank top and is laughing,A little boy is wearing a yellow tank top and is laughing,1.0,0.9952258
6449,A little boy is wearing a yellow tank top and is laughing,A little boy is topless and is serious,0.42500000000000004,0.39103043
6450,A little boy is wearing a yellow tank top and is laughing,A laughing boy is in a yellow tank and is wearing a top,0.625,0.9552289
6451,A small boy in a yellow shirt is laughing on the beach,The little boy is wearing a yellow tank top and is laughing,0.7,0.7719686
6452,A small boy in a yellow shirt is laughing on the beach,A little boy is topless and is serious,0.4,0.32922995
6453,A small boy in a yellow shirt is laughing on the beach,A laughing boy is in a yellow tank and is wearing a top,0.525,0.7368649
6454,"A small boy in a shirt, which is yellow, is laughing on the beach",A little boy is wearing a yellow tank top and is laughing,0.8162499999999999,0.7992996
6455,A little boy is wearing a yellow tank top and is laughing,There is no small boy in a yellow shirt laughing on the beach,0.65,0.30163443
6456,A little boy is wearing a yellow tank top and is laughing,A small boy in a yellow shirt is laughing on the beach,0.7749999999999999,0.7860086
6457,The orange rescue boat is rushing across the water,"The rescue boat, which is orange, is rushing across the water",1.0,0.975495
6458,The orange rescue boat is not rushing across the water,The orange rescue boat is rushing across the water,0.55,0.54295385
6459,Two men are riding an orange raft on the beach,Two men are riding an orange raft on the shore,0.8325,0.95463276
6460,Two men are riding an orange raft on the shore,Two men are getting off of an orange raft on the shore,0.8,0.90529054
6461,Two men are riding an orange raft on the shore,Two men are rafting near a rider in orange on the shore,0.65,0.9227631
6462,The orange rescue boat is rushing across the water,Two men are riding an orange raft on the beach,0.6,0.57624495
6463,Two men are getting off of an orange raft on the shore,The orange rescue boat is rushing across the water,0.5,0.63266224
6464,The orange rescue boat is rushing across the water,Two men are rafting near a rider in orange on the shore,0.375,0.6048312
6465,Two men are riding an orange raft on the shore,"The rescue boat, which is orange, is rushing across the water",0.625,0.62876546
6466,Two men are riding an orange raft on the shore,The orange rescue boat is not rushing across the water,0.5,0.47116143
6467,Two men are riding an orange raft on the shore,The orange rescue boat is rushing across the water,0.6,0.6197209
6468,A dog with really long hair and a red vest is running in the grass,A dog with long hair and a red vest is running in the grass,0.925,0.984057
6469,A dog with long hair and a red vest is sitting in the grass,A dog with long hair and a red vest is running in the grass,0.7749999999999999,0.69102913
6470,The dog in the dyed red vest is running in the field,The dog in the red vest is running in the field,0.875,0.9912257
6471,The dog in the red vest is not running in the field,The dog in the red vest is running in the field,0.675,0.58935225
6472,The dog in the dyed red vest is running in the field,A dog with long hair and a red vest is running in the grass,0.75,0.9560878
6473,A dog with long hair and a red vest is running in the grass,The dog in the red vest is not running in the field,0.725,0.53098935
6474,A dog with really long hair and a red vest is running in the grass,The dog in the red vest is running in the field,0.825,0.9259737
6475,The dog in the red vest is running in the field,A dog with long hair and a red vest is sitting in the grass,0.65,0.6314249
6476,A dog with long hair and a red vest is running in the grass,The dog in the red vest is running in the field,0.825,0.9564333
6477,A person is standing in a vast field of glacial ice,One person is standing in a vast field of glacial ice,0.95,0.93283916
6478,A person is standing in a vast field of glacial ice,There is no person standing in a vast field of glacial ice,0.525,0.6395128
6479,The person is standing dangerously on white ice,The person is standing on white ice,0.825,0.9076784
6480,The person is not standing on white ice,The person is standing on white ice,0.65,0.6217854
6481,The person is standing dangerously on white ice,A person is standing in a vast field of glacial ice,0.75,0.75267965
6482,The person is not standing on white ice,A person is standing in a vast field of glacial ice,0.525,0.48719165
6483,One person is standing in a vast field of glacial ice,The person is standing on white ice,0.75,0.67571867
6484,The person is standing on white ice,There is no person standing in a vast field of glacial ice,0.65,0.44008166
6485,A person is standing in a vast field of glacial ice,The person is standing on white ice,0.8500000000000001,0.7138432
6486,A blond boy is sliding down a dune of sand on a skateboard,A blond boy is sliding down a sand dune on a skateboard,0.9750000000000001,0.9955097
6487,A blond boy is walking up a sand dune with a skateboard,A blond boy is sliding down a sand dune on a skateboard,0.625,0.88883924
6488,A woman is swiftly snowboarding down an incline and another woman is standing behind her,A woman is snowboarding down an incline and another woman is standing behind her,0.9750000000000001,0.97817445
6489,A woman is snowboarding down an incline and another woman is standing behind her,There is no woman snowboarding down an incline and there is no other woman standing behind her,0.825,0.5625907
6490,A blond boy is sliding down a sand dune on a skateboard,A woman is swiftly snowboarding down an incline and another woman is standing behind her,0.15000000000000002,0.1855892
6491,A blond boy is sliding down a sand dune on a skateboard,There is no woman snowboarding down an incline and there is no other woman standing behind her,0.25,0.20037273
6492,A blond boy is sliding down a dune of sand on a skateboard,A woman is snowboarding down an incline and another woman is standing behind her,0.22499999999999998,0.16265963
6493,A woman is snowboarding down an incline and another woman is standing behind her,A blond boy is walking up a sand dune with a skateboard,0.07500000000000001,0.11004122
6494,A woman is snowboarding down an incline and another woman is standing behind her,A blond boy is sliding down a sand dune on a skateboard,0.025000000000000022,0.16636863
6495,The man is taking a picture of himself and another guy,A picture of himself and another guy is being taken by the man,0.8500000000000001,0.9307518
6496,The man is not taking a picture of himself and another guy,The man is taking a picture of himself and another guy,0.675,0.3826272
6497,A man is holding up an electronic device,A person is holding up an electronic device,0.875,0.8575113
6498,A man is putting down an electronic device,A man is holding up an electronic device,0.8,0.67606074
6499,An electronic man is held as a device,A man is holding up an electronic device,0.375,0.9337028
6500,The man is taking a picture of himself and another guy,A person is holding up an electronic device,0.525,0.2245731
6501,A man is putting down an electronic device,The man is taking a picture of himself and another guy,0.22499999999999998,0.36466652
6502,The man is taking a picture of himself and another guy,An electronic man is held as a device,0.22499999999999998,0.32138866
6503,A picture of himself and another guy is being taken by the man,A man is holding up an electronic device,0.30000000000000004,0.5265286
6504,A man is holding up an electronic device,The man is not taking a picture of himself and another guy,0.29625,0.45272368
6505,The man is taking a picture of himself and another guy,A man is holding up an electronic device,0.6,0.38268626
6506,A little black dog is chasing a little brown dog,"A dog, which is little and black, is chasing a little brown dog",0.95,0.97481
6507,A little black dog is chasing a little brown dog,There is no little black dog chasing a little brown dog,0.8,0.46475175
6508,The brown dog and the black dog are in the grass,A brown dog and a black dog are in the grass,0.9750000000000001,0.9913087
6509,A brown dog and a black dog are far from the grass,A brown dog and a black dog are in the grass,0.8,0.721268
6510,The brown dog and the black dog are in the grass,A little black dog is chasing a little brown dog,0.55,0.52723736
6511,A brown dog and a black dog are far from the grass,A little black dog is chasing a little brown dog,0.375,0.51774603
6512,"A dog, which is little and black, is chasing a little brown dog",A brown dog and a black dog are in the grass,0.75,0.58823586
6513,There is no little black dog chasing a little brown dog,A brown dog and a black dog are in the grass,0.575,0.36510575
6514,A little black dog is chasing a little brown dog,A brown dog and a black dog are in the grass,0.6,0.57120806
6515,A girl in a brown dress is being surrounded by children and is closing her eyes,Children are surrounding a girl in a brown dress who is closing her eyes,0.95,0.97886133
6516,A girl in a brown dress is being surrounded by children and is closing her eyes,There is no girl in a brown dress being surrounded by children and closing her eyes,0.675,0.5382556
6517,A girl is surrounding brown dressed children who are closing the eyes,A girl in a brown dress is being surrounded by children and is closing her eyes,0.725,0.95540166
6518,The sun is shining on the face of the girl who is in the dyed yellow dress,The sun is shining on the face of the girl who is in a yellow dress,0.95,0.980166
6519,The sun is not shining on the face of the girl who is in a yellow dress,The sun is shining on the face of the girl who is in a yellow dress,0.8,0.62420994
6520,A girl in a brown dress is being surrounded by children and is closing her eyes,The sun is shining on the face of the girl who is in the dyed yellow dress,0.42500000000000004,0.45654652
6521,A girl in a brown dress is being surrounded by children and is closing her eyes,The sun is not shining on the face of the girl who is in a yellow dress,0.22499999999999998,0.5349984
6522,The sun is shining on the face of the girl who is in a yellow dress,Children are surrounding a girl in a brown dress who is closing her eyes,0.2,0.4190595
6523,The sun is shining on the face of the girl who is in a yellow dress,There is no girl in a brown dress being surrounded by children and closing her eyes,0.275,0.21825066
6524,The sun is shining on the face of the girl who is in a yellow dress,A girl is surrounding brown dressed children who are closing the eyes,0.22499999999999998,0.37517917
6525,The sun is shining on the face of the girl who is in a yellow dress,A girl in a brown dress is being surrounded by children and is closing her eyes,0.375,0.41009086
6526,Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance,Women are wearing bunny ears and race numbers and are pointing at something in the distance,0.925,0.9907464
6527,Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,Women are wearing bunny ears and race numbers and are pointing at something in the distance,0.675,0.40754786
6528,A group of women are wearing pink bunny ears and are pointing to the right,Several women are wearing pink bunny ears and are pointing to the right,0.9750000000000001,0.9966489
6529,Several women are wearing pink bunny ears and are pointing to the right,Several women are taking off pink bunny ears and are pointing to the left,0.65,0.83528036
6530,Several women are wearing pink bunny ears and are pointing to the right,The women are wearing something right and pointing at several bunny ears,0.575,0.8828636
6531,Women are wearing bunny ears and race numbers and are pointing at something in the distance,A group of women are wearing pink bunny ears and are pointing to the right,0.725,0.8205008
6532,Several women are taking off pink bunny ears and are pointing to the left,Women are wearing bunny ears and race numbers and are pointing at something in the distance,0.6,0.7636492
6533,Women are wearing bunny ears and race numbers and are pointing at something in the distance,The women are wearing something right and pointing at several bunny ears,0.47875,0.7852735
6534,Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance,Several women are wearing pink bunny ears and are pointing to the right,0.7,0.81229746
6535,Several women are wearing pink bunny ears and are pointing to the right,Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,0.6,0.3399133
6536,Women are wearing bunny ears and race numbers and are pointing at something in the distance,Several women are wearing pink bunny ears and are pointing to the right,0.7,0.8101568
6537,The goal is being guarded by a hockey player in a yellow jersey,A hockey player in a yellow jersey is guarding the goal,0.9750000000000001,0.9581144
6538,A hockey player in a yellow jersey is guarding the goal,There is no hockey player in a yellow jersey guarding the goal,0.575,0.48231858
6540,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal,0.575,0.45945978
6541,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,A hockey player in a yellow jersey is guarding the goal,0.88375,0.9108889
6542,The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal,A hockey player in a yellow jersey is guarding the goal,0.7749999999999999,0.4870695
6543,The goal is being guarded by a hockey player in a yellow jersey,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,0.9750000000000001,0.8724903
6544,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,There is no hockey player in a yellow jersey guarding the goal,0.75,0.44315344
6546,"A child, who looks young, is standing in front of some trees",A young child is standing in front of some trees,0.9750000000000001,0.9795227
6547,There is no young child standing in front of some trees,A young child is standing in front of some trees,0.675,0.49412543
6548,The small boy is standing in the forest,A small boy is standing in the forest,1.0,0.9939682
6549,A small boy is standing in the forest,A small boy is sitting in the forest,0.625,0.71272
6550,The small boy is standing in the forest,A young child is standing in front of some trees,0.75,0.79997617
6551,A young child is standing in front of some trees,A small boy is sitting in the forest,0.44999999999999996,0.46562052
6552,"A child, who looks young, is standing in front of some trees",A small boy is standing in the forest,0.65,0.784836
6553,A small boy is standing in the forest,There is no young child standing in front of some trees,0.6,0.45448372
6554,A small boy is standing in the forest,A young child is standing in front of some trees,0.675,0.8093741
6555,Two people are looking at a statue made of gold,Two people are looking at a gold statue,0.875,0.9889046
6556,Two people are looking at a gold statue,Two people are ignoring the nearby gold statue,0.65,0.45187002
6557,Two young men are cheerfully playing outside near a golden statue,Two young men are playing outside near a golden statue,0.8500000000000001,0.9584141
6558,Two young men are sitting outside near a golden statue,Two young men are playing outside near a golden statue,0.675,0.6505985
6559,Two young men are cheerfully playing outside near a golden statue,Two people are looking at a gold statue,0.55,0.34641063
6560,Two young men are sitting outside near a golden statue,Two people are looking at a gold statue,0.75,0.44045097
6561,Two young men are playing outside near a golden statue,Two people are looking at a statue made of gold,0.65,0.3844507
6562,Two young men are playing outside near a golden statue,Two people are ignoring the nearby gold statue,0.55,0.30704075
6563,Two people are looking at a gold statue,Two young men are playing outside near a golden statue,0.575,0.37966675
6564,The bicyclist is speeding on a city street,The bicyclist is riding on a city street,0.725,0.8920401
6565,The bicyclist is riding on a city street,The bicyclist is not riding on a city street,0.8,0.6215075
6566,The woman is wearing a blue helmet and is riding a bicycle in a parking lot,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,1.0,0.99569815
6567,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,There is no woman wearing a blue helmet and riding a bicycle in a parking lot,0.375,0.6950466
6568,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,A woman is parking a blue bicycle and is wearing lots of riding helmets,0.525,0.8947494
6569,The woman is wearing a blue helmet and is riding a bicycle in a parking lot,The bicyclist is riding on a city street,0.40375000000000005,0.5982981
6570,There is no woman wearing a blue helmet and riding a bicycle in a parking lot,The bicyclist is riding on a city street,0.4375,0.49124235
6571,The bicyclist is riding on a city street,A woman is parking a blue bicycle and is wearing lots of riding helmets,0.35,0.39973587
6572,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,The bicyclist is speeding on a city street,0.55,0.580938
6573,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,The bicyclist is not riding on a city street,0.575,0.42928818
6574,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,The bicyclist is riding on a city street,0.55,0.60666263
6575,"A pet dog is standing on the bank and is looking at another dog, which is brown, in the pond",A pet dog is standing on the bank and is looking at another brown dog in the pond,0.925,0.99623805
6576,A pet dog is standing on the bank and is looking at another brown dog in the pond,There is no pet dog standing on the bank and looking at another brown dog in the pond,0.875,0.6711571
6578,The tan dog is watching a brown dog that is swimming in a pond,The tan dog is not watching a brown dog that is swimming in a pond,0.675,0.76686966
6579,The tan dog is watching a brown dog that is swimming in a pond,A pet dog is standing on the bank and is looking at another brown dog in the pond,0.825,0.8670119
6580,The tan dog is not watching a brown dog that is swimming in a pond,A pet dog is standing on the bank and is looking at another brown dog in the pond,0.575,0.7048379
6581,The tan dog is watching a brown dog that is swimming in a pond,"A pet dog is standing on the bank and is looking at another dog, which is brown, in the pond",0.7,0.8667251
6582,The tan dog is watching a brown dog that is swimming in a pond,There is no pet dog standing on the bank and looking at another brown dog in the pond,0.375,0.6156285
6583,A pet dog is standing on the bank and is looking at another brown dog in the pond,The tan dog is watching a brown dog that is swimming in a pond,0.65,0.8670119
6584,A young female is dancing,A young girl is dancing,0.925,0.9934601
6585,A young girl is dancing,A young girl is standing still,0.5,0.5265827
6586,A young girl is standing challengingly on one leg,A young girl is standing on one leg,0.8,0.87225187
6587,A young girl is standing on one leg,A young girl is standing on both legs,0.75,0.9065412
6588,A young girl is dancing,A young girl is standing challengingly on one leg,0.475,0.6535791
6589,A young girl is dancing,A young girl is standing on both legs,0.55,0.63285273
6590,A young girl is standing on one leg,A young female is dancing,0.575,0.6074375
6591,A young girl is standing on one leg,A young girl is standing still,0.75,0.79004747
6592,A young girl is standing on one leg,A young girl is dancing,0.42500000000000004,0.58760524
6593,A bee is clinging to a yellow flower,A yellow flower is being clung to by a bee,0.8999999999999999,0.97584367
6594,A bee is taking off from a yellow flower,A bee is clinging to a yellow flower,0.6,0.82259953
6595,The small bee is landing on a bunch of yellow flowers,A small bee is landing on a bunch of yellow flowers,0.9750000000000001,0.99465
6596,A small bee is landing on a bunch of yellow flowers,There is no small bee landing on a bunch of yellow flowers,0.675,0.48387584
6597,The small bee is landing on a bunch of yellow flowers,A bee is clinging to a yellow flower,0.65,0.86742246
6598,A bee is clinging to a yellow flower,There is no small bee landing on a bunch of yellow flowers,0.725,0.45955256
6599,A small bee is landing on a bunch of yellow flowers,A yellow flower is being clung to by a bee,0.7,0.8577249
6600,A bee is taking off from a yellow flower,A small bee is landing on a bunch of yellow flowers,0.4,0.7985394
6601,A small bee is landing on a bunch of yellow flowers,A bee is clinging to a yellow flower,0.74625,0.88098496
6602,Some people are treading through the snow of the landscape which is beautiful and snowy,Some people are treading through the snow of the beautiful snowy landscape,1.0,0.9889705
6603,Nobody is treading through the snow of the beautiful snowy landscape,Some people are treading through the snow of the beautiful snowy landscape,0.675,0.49811596
6604,Four people are difficultly walking with difficulty across thick snow and the sun is setting,Four people are walking across thick snow and the sun is setting,0.8999999999999999,0.81735945
6605,Four people are walking across thick snow and the sun is setting,Four people are standing in thick snow and the sun is rising,0.625,0.8519739
6606,Four people are difficultly walking with difficulty across thick snow and the sun is setting,Some people are treading through the snow of the beautiful snowy landscape,0.575,0.6845912
6607,Some people are treading through the snow of the beautiful snowy landscape,Four people are standing in thick snow and the sun is rising,0.475,0.6428076
6608,Four people are walking across thick snow and the sun is setting,Some people are treading through the snow of the landscape which is beautiful and snowy,0.725,0.75237983
6609,Four people are walking across thick snow and the sun is setting,Nobody is treading through the snow of the beautiful snowy landscape,0.575,0.43583143
6610,Four people are walking across thick snow and the sun is setting,Some people are treading through the snow of the beautiful snowy landscape,0.725,0.74221325
6611,The young boys are posing with a green soccer ball in a park,The young kids are posing with a green soccer ball in a park,0.8,0.955318
6612,The young boys are not posing with a green soccer ball in a park,The young boys are posing with a green soccer ball in a park,0.625,0.60830224
6613,Four boys are kneeling next to each other in front of a ball,Some boys are kneeling next to each other in front of a ball,0.875,0.9584955
6614,Four boys are kneeling next to each other in front of a ball,There are no boys kneeling next to each other in front of a ball,0.825,0.33832067
6615,Some boys are kneeling next to each other in front of a ball,The young boys are posing with a green soccer ball in a park,0.725,0.55311877
6616,There are no boys kneeling next to each other in front of a ball,The young boys are posing with a green soccer ball in a park,0.475,0.27344704
6617,The young kids are posing with a green soccer ball in a park,Four boys are kneeling next to each other in front of a ball,0.475,0.49140024
6618,Four boys are kneeling next to each other in front of a ball,The young boys are not posing with a green soccer ball in a park,0.5,0.3482349
6619,The young boys are posing with a green soccer ball in a park,Four boys are kneeling next to each other in front of a ball,0.625,0.5849145
6620,A tan dog is running through the brush,"A dog, which is tan, is running through the brush",1.0,0.987273
6621,A tan dog is resting near a brush,A tan dog is running through the brush,0.75,0.42792726
6622,A white dog with beige spots is running through a field,A white dog with beige spots is speeding through a field,0.925,0.9589939
6623,There is no white dog with beige spots running through a field,A white dog with beige spots is running through a field,0.65,0.5511933
6624,A tan dog is running through the brush,A white dog with beige spots is speeding through a field,0.525,0.7665348
6625,There is no white dog with beige spots running through a field,A tan dog is running through the brush,0.42500000000000004,0.4873204
6626,A white dog with beige spots is running through a field,"A dog, which is tan, is running through the brush",0.475,0.80793524
6627,A white dog with beige spots is running through a field,A tan dog is resting near a brush,0.525,0.36013332
6628,A white dog with beige spots is running through a field,A tan dog is running through the brush,0.5,0.8202448
6629,A horse and its rider are leaping quickly over a barrier,A horse and its rider are leaping over a barrier,0.8500000000000001,0.9308319
6630,A horse and its rider are leaping over a barrier,A horse and its rider are not leaping over a barrier,0.7,0.49856597
6631,A horse and its rider are leaping over a barrier,The horse is leaping over the rider at the barrier,0.625,0.9499069
6632,A hurdle is being leapt by a horse that has a rider on its back,A horse is leaping a hurdle and has a rider on its back,0.9750000000000001,0.97810596
6633,A horse is leaping a hurdle and has a rider on its back,A horse with no rider is falling over a hurdle,0.44999999999999996,0.58839834
6634,A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier,0.875,0.9344642
6635,A horse with no rider is falling over a hurdle,A horse and its rider are leaping over a barrier,0.525,0.5629461
6636,A horse is leaping a hurdle and has a rider on its back,A horse and its rider are leaping quickly over a barrier,0.8500000000000001,0.8883132
6637,A horse and its rider are not leaping over a barrier,A horse is leaping a hurdle and has a rider on its back,0.8999999999999999,0.47621524
6638,A horse is leaping a hurdle and has a rider on its back,The horse is leaping over the rider at the barrier,0.525,0.92192423
6639,A horse is leaping a hurdle and has a rider on its back,A horse and its rider are leaping over a barrier,0.8999999999999999,0.95056295
6640,Some football players in red and white are jumping and hugging,Football players in red and white are jumping and hugging each other,0.95,0.9884715
6641,Football players in red and white are jumping and hugging each other,There are no football players in red and white jumping and hugging each other,0.72125,0.44490945
6642,Two teammates are lifting a football player in a red and white uniform,A football player in a red and white uniform is being lifted by two teammates,0.9750000000000001,0.9783405
6643,A football player in a red and white uniform is being lifted by two teammates,A football player in a red and white uniform is being pulled down by two teammates,0.55,0.8587323
6644,Two teammates are lifting a football player in a red and white uniform,Football players in red and white are jumping and hugging each other,0.675,0.8185233
6645,Football players in red and white are jumping and hugging each other,A football player in a red and white uniform is being pulled down by two teammates,0.7,0.69809175
6646,A football player in a red and white uniform is being lifted by two teammates,Some football players in red and white are jumping and hugging,0.675,0.8514147
6647,A football player in a red and white uniform is being lifted by two teammates,There are no football players in red and white jumping and hugging each other,0.575,0.3885977
6648,Football players in red and white are jumping and hugging each other,A football player in a red and white uniform is being lifted by two teammates,0.7,0.8429122
6649,Two teenage girls are wearing fancy dresses at an event,Two girls in their teens are wearing fancy dresses at an event,0.95,0.97068256
6650,Two teenage girls are wearing fancy dresses at an event,Two old ladies are wearing worn dresses at home,0.44999999999999996,0.38683295
6651,A woman in a white dress and a woman in a blue dress are standing on a stage,A woman in white clothing and a woman in a blue dress are standing on a stage,0.9750000000000001,0.99242824
6652,A woman in a white dress and a woman in a blue dress are standing beside a stage,A woman in a white dress and a woman in a blue dress are standing on a stage,0.7749999999999999,0.98552984
6653,A white woman is standing on a woman dressed in blue on a stage,A woman in a white dress and a woman in a blue dress are standing on a stage,0.675,0.9411503
6654,Two teenage girls are wearing fancy dresses at an event,A woman in white clothing and a woman in a blue dress are standing on a stage,0.2875,0.6265596
6655,Two teenage girls are wearing fancy dresses at an event,A woman in a white dress and a woman in a blue dress are standing beside a stage,0.6625,0.6581328
6656,A white woman is standing on a woman dressed in blue on a stage,Two teenage girls are wearing fancy dresses at an event,0.15000000000000002,0.57638615
6657,A woman in a white dress and a woman in a blue dress are standing on a stage,Two girls in their teens are wearing fancy dresses at an event,0.4,0.6191152
6658,Two old ladies are wearing worn dresses at home,A woman in a white dress and a woman in a blue dress are standing on a stage,0.4,0.32898402
6659,A woman in a white dress and a woman in a blue dress are standing on a stage,Two teenage girls are wearing fancy dresses at an event,0.32499999999999996,0.66149414
6660,Two women with black hair are standing steadily in front of a plywood wall,Two women with black hair are standing in front of a plywood wall,0.8912500000000001,0.9307296
6661,There is no woman with black hair standing in front of a plywood wall,Two women with black hair are standing in front of a plywood wall,0.65,0.55126786
6662,"Two women with folded arms, who are young, are looking at the screen",Two young women with folded arms are looking at the screen,1.0,0.9849149
6663,Two young women with folded arms are looking away from the screen,Two young women with folded arms are looking at the screen,0.675,0.7665067
6664,"Two women with folded arms, who are young, are looking at the screen",Two women with black hair are standing in front of a plywood wall,0.375,0.45642745
6665,Two women with black hair are standing in front of a plywood wall,Two young women with folded arms are looking away from the screen,0.25,0.46543962
6666,Two women with black hair are standing steadily in front of a plywood wall,Two young women with folded arms are looking at the screen,0.375,0.4833668
6667,Two young women with folded arms are looking at the screen,There is no woman with black hair standing in front of a plywood wall,0.275,0.24369748
6668,Two young women with folded arms are looking at the screen,Two women with black hair are standing in front of a plywood wall,0.4,0.4532877
6669,A group of students in uniforms is listening attentively at the front of the class,Some students in uniforms are listening attentively at the front of the class,0.95,0.9884615
6670,A group of students in uniforms is listening attentively at the front of the class,A group of students in uniforms is ignoring the front of the class,0.55,0.58827233
6671,A classroom full of students is looking in the same direction inside a bamboo structure,A classroom full of students is looking attentively in the same direction inside a bamboo structure,0.95,0.9782734
6672,There is no classroom full of students looking in the same direction inside a bamboo structure,A classroom full of students is looking in the same direction inside a bamboo structure,0.65,0.447173
6673,A classroom full of students is looking attentively in the same direction inside a bamboo structure,A group of students in uniforms is listening attentively at the front of the class,0.44999999999999996,0.7698069
6674,There is no classroom full of students looking in the same direction inside a bamboo structure,A group of students in uniforms is listening attentively at the front of the class,0.4,0.21714492
6675,Some students in uniforms are listening attentively at the front of the class,A classroom full of students is looking in the same direction inside a bamboo structure,0.5,0.71385545
6676,A group of students in uniforms is ignoring the front of the class,A classroom full of students is looking in the same direction inside a bamboo structure,0.4,0.48833042
6677,A group of students in uniforms is listening attentively at the front of the class,A classroom full of students is looking in the same direction inside a bamboo structure,0.44999999999999996,0.7365488
6678,A boy is jumping off a platform and two other boys are standing and watching,A boy is jumping off a platform and two other boys are standing and staring at him,0.95,0.98750675
6679,A boy is jumping off a platform and two other boys are standing and watching,A boy is jumping on a platform and two other boys are sitting absentmindedly,0.75,0.7979514
6680,Three boys are jumping off a platform,Some boys are jumping off a platform,0.95,0.9930648
6681,Three boys are jumping off a platform,Nobody is jumping off a platform,0.7,0.29800868
6682,Some boys are jumping off a platform,A boy is jumping off a platform and two other boys are standing and watching,0.75,0.93026024
6683,A boy is jumping off a platform and two other boys are standing and watching,Nobody is jumping off a platform,0.6,0.26612455
6684,Three boys are jumping off a platform,A boy is jumping off a platform and two other boys are standing and staring at him,0.675,0.915072
6685,Three boys are jumping off a platform,A boy is jumping on a platform and two other boys are sitting absentmindedly,0.61625,0.7572012
6686,Three boys are jumping off a platform,A boy is jumping off a platform and two other boys are standing and watching,0.725,0.9257284
6687,A group of kids is playing on a structure which is colorful,A group of kids is playing on a colorful structure,1.0,0.99280167
6688,A group of kids is staring at a colorful structure,A group of kids is playing on a colorful structure,0.475,0.82854813
6689,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior","The grotto with a pink interior is being climbed by four middle eastern children, three girls and one boy",0.9750000000000001,0.9247991
6690,There is no one climbing on the grotto with a pink interior,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",0.525,0.29841232
6691,"The grotto with a pink interior is being climbed by four middle eastern children, three girls and one boy",A group of kids is playing on a colorful structure,0.5,0.5215814
6692,A group of kids is playing on a colorful structure,There is no one climbing on the grotto with a pink interior,0.2,0.061953183
6693,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",A group of kids is playing on a structure which is colorful,0.69625,0.505664
6694,A group of kids is staring at a colorful structure,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",0.375,0.4179302
6695,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",A group of kids is playing on a colorful structure,0.7,0.51269436
6696,A group of people is sitting relaxed on both sides of a red stone monument,A group of people is sitting on both sides of a red stone structure,0.825,0.8387935
